Nome,Semana,Link,Data,Plataforma,Formato,Engajamento,Taxa de Engajamento,Impressoes,Visualizacoes,Likes,Comentarios,Compartilhamentos,VMG
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8SHhLrpnqg/,16-06-2024,Instagram,Reels,27631,0.0137,343444.0,0.0,26821,810.0,0.0,37068.33
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8ShgYJJ16P/,16-06-2024,Instagram,Reels,41424,0.0204999999999999,343444.0,0.0,39471,1953.0,0.0,56748.43
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8Swi_IJ5Qj/,16-06-2024,Instagram,Reels,11720,0.0058,343444.0,0.0,11387,333.0,0.0,20122.19
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802476662304494071,16-06-2024,Twitter,Link,419,0.0018,235647.0,0.0,377,0.0,42.0,4694.38
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802492871217402190,16-06-2024,Twitter,Link,15473,0.0657,235647.0,0.0,12820,0.0,2653.0,27888.58
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8TGeW-JZRp/,16-06-2024,Instagram,Foto,37528,0.0186,343393.0,0.0,34681,2847.0,0.0,59511.68
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8UBYsfNBq1/,17-06-2024,Instagram,Foto,29966,0.0148,343393.0,0.0,27652,2314.0,0.0,49362.64
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8UbYrRtElk/,17-06-2024,Instagram,Foto,35135,0.0174,343393.0,0.0,27189,7946.0,0.0,92330.86
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802725156223143939,17-06-2024,Twitter,Foto,3472,0.0147,235647.0,0.0,2704,0.0,768.0,9999.47
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8Uqpa4u4Li/,17-06-2024,Instagram,Foto,17475,0.0087,343393.0,0.0,16787,688.0,0.0,27498.54
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802742760165757438,17-06-2024,Twitter,Foto,1798,0.0076,235647.0,0.0,1646,0.0,152.0,6423.77
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802775568301121733,17-06-2024,Twitter,Vídeo,233,0.001,235647.0,0.0,188,0.0,45.0,4515.7
Bia Kicis,12-18 JUN/24,https://www.youtube.com/watch?v=7vrOV41W3Q8,17-06-2024,YouTube,Vídeo,425,0.368,0.0,1155.0,406,19.0,0.0,1644.19
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1802781705557639305,17-06-2024,Twitter,Vídeo,3382,0.0144,235647.0,0.0,2684,0.0,698.0,9694.37
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8VA3tnJaeG/,17-06-2024,Instagram,Reels,4771,0.0024,343393.0,0.0,4588,183.0,0.0,13118.9
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8VNUvayFab/,17-06-2024,Instagram,Foto,36237,0.0179,343393.0,0.0,28296,7941.0,0.0,93244.38
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8Viq8uJUiD/,17-06-2024,Instagram,Foto,30008,0.0149,343342.0,0.0,29388,620.0,0.0,37810.64
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8VzXiHOL5k/,17-06-2024,Instagram,Reels,32873,0.0163,343342.0,0.0,31761,1112.0,0.0,43639.82
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8WmP_6MVIr/,18-06-2024,Instagram,Foto,15402,0.0076,343342.0,0.0,14637,765.0,0.0,26241.28
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8W6wwtq1Cz/,18-06-2024,Instagram,Reels,11834,0.0059,343342.0,0.0,11644,190.0,0.0,19239.8
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8XQdYqO7tL/,18-06-2024,Instagram,Foto,44179,0.0219,343342.0,0.0,41309,2870.0,0.0,65387.7
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8XWLC9ifGu/,18-06-2024,Instagram,Reels,7672,0.0038,343342.0,0.0,6787,885.0,0.0,20414.28
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1803133825716777331,18-06-2024,Twitter,Vídeo,5136,0.0218,235647.0,0.0,3960,0.0,1176.0,12928.59
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8XoVlppc_n/,18-06-2024,Instagram,Reels,10518,0.0052,343342.0,0.0,9131,1387.0,0.0,26295.52
Bia Kicis,12-18 JUN/24,https://twitter.com/user/status/1803172052565721094,18-06-2024,Twitter,Vídeo,5636,0.0239,235647.0,0.0,4495,0.0,1141.0,13326.49
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8X48w-Jaht/,18-06-2024,Instagram,Foto,9868,0.0049,343342.0,0.0,9448,420.0,0.0,19122.24
Bia Kicis,12-18 JUN/24,https://www.instagram.com/reel/C8YPX0kpauO/,18-06-2024,Instagram,Reels,26598,0.0132,343291.0,0.0,24995,1603.0,0.0,41600.61
Bia Kicis,12-18 JUN/24,https://www.instagram.com/p/C8YS5f-JWo9/,18-06-2024,Instagram,Carrossel,7001,0.0034999999999999,343291.0,0.0,6916,85.0,0.0,14364.07
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1800958542951670155,12-06-2024,Twitter,Foto,17432,0.208,83800.0,0.0,14037,0.0,3395.0,29468.22
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8IbEhOvzYa/,12-06-2024,Instagram,Foto,13151,0.0144,227757.0,0.0,12538,613.0,0.0,20652.37
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8Hes-2srel/,12-06-2024,Instagram,Reels,10646,0.0116999999999999,227757.0,0.0,10419,227.0,0.0,15857.83
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8IKW2yOCMA/,12-06-2024,Instagram,Reels,8999,0.0098999999999999,227757.0,0.0,8371,628.0,0.0,17184.25
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8ICOdDusOg/,12-06-2024,Instagram,Foto,8865,0.0097,227757.0,0.0,8525,340.0,0.0,15099.09
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8IktGWsjjB/,12-06-2024,Instagram,Reels,5000,0.0055,227757.0,0.0,4470,530.0,0.0,13074.79
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8IOqCMOMnA/,12-06-2024,Instagram,Reels,4780,0.0052,227757.0,0.0,4657,123.0,0.0,10101.71
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801017441696235582,12-06-2024,Twitter,Foto,4664,0.0557,83800.0,0.0,3797,0.0,867.0,8836.86
Caroline De Toni,12-18 JUN/24,https://www.tiktok.com/@carol_detoni/video/7379704176932130053,12-06-2024,TikTok,Vídeo,4003,0.1764,0.0,23500.0,3732,271.0,0.0,8395.12
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8H66HdOQIi/,12-06-2024,Instagram,Foto,2992,0.0033,227757.0,0.0,2921,71.0,0.0,8208.35
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1800943083888038100,12-06-2024,Twitter,Foto,1209,0.0144,83800.0,0.0,944,265.0,0.0,3505.19
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8LQICpMiE-/,13-06-2024,Instagram,Foto,9258,0.0102,227837.0,0.0,9113,145.0,0.0,14105.07
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8KoHQEv5Kd/,13-06-2024,Instagram,Foto,5949,0.0065,227797.0,0.0,5682,267.0,0.0,12092.91
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801323011896750163,13-06-2024,Twitter,Foto,3897,0.0465,83800.0,0.0,3088,0.0,809.0,7884.71
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8KMP2wubB4/,13-06-2024,Instagram,Reels,2895,0.0032,227797.0,0.0,2828,67.0,0.0,8098.47
Caroline De Toni,12-18 JUN/24,https://www.tiktok.com/@carol_detoni/video/7380000109980896517,13-06-2024,TikTok,Vídeo,209,0.0998,0.0,2125.0,204,5.0,0.0,468.68
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801323014505828698,13-06-2024,Twitter,Link,202,0.0024,83800.0,0.0,162,0.0,40.0,1799.62
Caroline De Toni,12-18 JUN/24,https://www.youtube.com/watch?v=zfbCfeSmq7c,13-06-2024,YouTube,Vídeo,161,0.322,0.0,500.0,145,16.0,0.0,765.91
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8M88Brs6a6/,14-06-2024,Instagram,Reels,16890,0.0185,227837.0,0.0,13742,3148.0,0.0,41209.11
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8NPDkwvNk2/,14-06-2024,Instagram,Reels,9997,0.011,227837.0,0.0,9572,425.0,0.0,16655.81
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801692668503986680,14-06-2024,Twitter,Vídeo,5633,0.0672,83800.0,0.0,4427,0.0,1206.0,10852.89
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8Mr-Bis2Y6/,14-06-2024,Instagram,Foto,5210,0.0056999999999999,227837.0,0.0,5121,89.0,0.0,10240.75
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801612834947600805,14-06-2024,Twitter,Foto,1324,0.0158,83800.0,0.0,1019,0.0,305.0,3743.74
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801692674745094397,14-06-2024,Twitter,Texto,174,0.0021,83800.0,0.0,151,0.0,23.0,1719.32
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801692672006185373,14-06-2024,Twitter,Link,164,0.002,83800.0,0.0,142,0.0,22.0,1706.16
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1801612840484172008,14-06-2024,Twitter,Link,124,0.0015,83800.0,0.0,111,0.0,13.0,1638.22
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8SWT_tvKew/,16-06-2024,Instagram,Carrossel,8478,0.0093,227917.0,0.0,8306,172.0,0.0,13620.76
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8VEXwGPd7V/,17-06-2024,Instagram,Reels,15905,0.0174,227957.0,0.0,15457,448.0,0.0,21896.73
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802713346623312056,17-06-2024,Twitter,Vídeo,9736,0.1162,83800.0,0.0,7644,0.0,2092.0,17708.08
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802733056119202139,17-06-2024,Twitter,Foto,8553,0.1021,83800.0,0.0,6277,0.0,2276.0,17076.29
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802772712663699628,17-06-2024,Twitter,Foto,6875,0.0819999999999999,83800.0,0.0,4762,0.0,2113.0,14882.73
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8U7pS1P7XX/,17-06-2024,Instagram,Foto,6252,0.0069,227957.0,0.0,5839,413.0,0.0,13355.75
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8UgEakMa4-/,17-06-2024,Instagram,Reels,5776,0.0063,227957.0,0.0,5578,198.0,0.0,11475.79
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8VYvnMMjRf/,17-06-2024,Instagram,Reels,585,0.0006,227957.0,0.0,567,18.0,0.0,5780.33
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802839317745709283,17-06-2024,Twitter,Vídeo,474,0.0056999999999999,83800.0,0.0,393,0.0,81.0,2199.8
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802733059281670638,17-06-2024,Twitter,Link,334,0.004,83800.0,0.0,288,0.0,46.0,1951.3
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802733061714387293,17-06-2024,Twitter,Link,324,0.0039,83800.0,0.0,281,0.0,43.0,1932.02
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802713349513257438,17-06-2024,Twitter,Link,201,0.0024,83800.0,0.0,184,0.0,17.0,1728.23
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802772715767468285,17-06-2024,Twitter,Link,124,0.0015,83800.0,0.0,102,0.0,22.0,1665.76
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1802772718158279107,17-06-2024,Twitter,Link,118,0.0014,83800.0,0.0,100,0.0,18.0,1647.46
Caroline De Toni,12-18 JUN/24,https://www.tiktok.com/@carol_detoni/video/7381610718799367429,17-06-2024,TikTok,Vídeo,77,0.0735,0.0,1048.0,74,1.0,2.0,195.72
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8UpjtLsu8Z/,17-06-2024,Instagram,Foto,32390,0.0355,227957.0,0.0,27242,5148.0,0.0,68221.83
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8XEj9Usp7l/,18-06-2024,Instagram,Foto,29279,0.0321,227997.0,0.0,28445,834.0,0.0,36039.51
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/p/C8XVboGuHQh/,18-06-2024,Instagram,Carrossel,20139,0.0220999999999999,227997.0,0.0,19597,542.0,0.0,26181.83
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8YI3wKsZhV/,18-06-2024,Instagram,Reels,9312,0.0102,228032.0,0.0,8972,340.0,0.0,15489.72
Caroline De Toni,12-18 JUN/24,https://www.instagram.com/reel/C8XOOb2s2d0/,18-06-2024,Instagram,Reels,6560,0.0072,227997.0,0.0,5644,916.0,0.0,17062.05
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1803073394398597609,18-06-2024,Twitter,Foto,4160,0.0496,83800.0,0.0,3141,0.0,1019.0,8792.94
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1803095109132558349,18-06-2024,Twitter,Vídeo,3201,0.0382,83800.0,0.0,2436,0.0,765.0,7047.11
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1803111971790704702,18-06-2024,Twitter,Foto,405,0.0048,83800.0,0.0,322,0.0,83.0,2136.23
Caroline De Toni,12-18 JUN/24,https://twitter.com/user/status/1803111975766958532,18-06-2024,Twitter,Foto,131,0.0016,83800.0,0.0,110,0.0,21.0,1669.77
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/reel/C8Hne6XgaKm/,12-06-2024,Instagram,Reels,6654,0.0297,56054.0,0.0,6433,221.0,0.0,8501.46
Chris Tonietto,12-18 JUN/24,https://www.youtube.com/watch?v=vpHYvBjaF0A,12-06-2024,YouTube,Vídeo,133,0.293,0.0,454.0,117,16.0,0.0,684.93
Chris Tonietto,12-18 JUN/24,https://www.youtube.com/watch?v=RNMP7obNdTo,13-06-2024,YouTube,Vídeo,42,0.3333,0.0,126.0,40,2.0,0.0,168.1
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/reel/C8LMVZyv89i/,13-06-2024,Instagram,Reels,43021,0.1919,56054.0,0.0,42736,285.0,0.0,40214.84
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/reel/C8NF2euAh-m/,14-06-2024,Instagram,Reels,15239,0.068,56054.0,0.0,14873,366.0,0.0,16876.36
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/reel/C8NmOdEJ8UN/,14-06-2024,Instagram,Reels,30252,0.1349,56054.0,0.0,29721,531.0,0.0,30916.14
Chris Tonietto,12-18 JUN/24,https://www.youtube.com/watch?v=p8M0J5E347E,14-06-2024,YouTube,Vídeo,1174,0.1405,0.0,8354.0,871,303.0,0.0,9730.45
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1802108276546343093,15-06-2024,Twitter,Vídeo,1791,0.1605,11159.0,0.0,1347,0.0,444.0,3363.73
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1802143282236997961,15-06-2024,Twitter,Texto,363,0.0325,11159.0,0.0,315,0.0,48.0,709.69
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1802147726546612293,15-06-2024,Twitter,Texto,91,0.0081999999999999,11159.0,0.0,81,0.0,10.0,318.69
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1802147818288943516,15-06-2024,Twitter,Texto,77,0.0069,11159.0,0.0,66,0.0,11.0,307.61
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1802147900383768757,15-06-2024,Twitter,Texto,84,0.0075,11159.0,0.0,70,0.0,14.0,323.86
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1802147960928588225,15-06-2024,Twitter,Texto,84,0.0075,11159.0,0.0,71,0.0,13.0,320.8
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1802148063504449992,15-06-2024,Twitter,Texto,72,0.0065,11159.0,0.0,62,0.0,10.0,299.5
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/reel/C8UjpQFJow0/,17-06-2024,Instagram,Reels,11549,0.0515,56054.0,0.0,11104,445.0,0.0,14243.32
Chris Tonietto,12-18 JUN/24,https://www.youtube.com/watch?v=nSQCpoThihg,17-06-2024,YouTube,Vídeo,260,0.2003,0.0,1298.0,237,23.0,0.0,1359.27
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/reel/C8VQD4CsUKg/,17-06-2024,Instagram,Reels,33955,0.1514,56054.0,0.0,32824,1131.0,0.0,38204.72
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1803086363006243272,18-06-2024,Twitter,Foto,4540,0.4048,11159.0,0.0,3479,0.0,1061.0,8028.24
Chris Tonietto,12-18 JUN/24,https://twitter.com/user/status/1803086366349168869,18-06-2024,Twitter,Texto,379,0.034,11159.0,0.0,314,0.0,65.0,777.87
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/p/C8XSiuipKGR/,18-06-2024,Instagram,Carrossel,40689,0.1815,56054.0,0.0,39053,1636.0,0.0,47450.16
Chris Tonietto,12-18 JUN/24,https://www.instagram.com/reel/C8XxxgGAGca/,18-06-2024,Instagram,Reels,24225,0.108,56054.0,0.0,23778,447.0,0.0,25158.36
Chris Tonietto,12-18 JUN/24,https://www.youtube.com/watch?v=0VUcg7RMHck,18-06-2024,YouTube,Vídeo,261,0.33,0.0,791.0,229,32.0,0.0,1319.5
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8NS4_YPo6J/,14-06-2024,Instagram,Reels,285248,0.0492,986158.0,0.0,260865,24383.0,0.0,434390.03
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/p/C8K9WRvP6Vc/,13-06-2024,Instagram,Foto,124988,0.0215,986085.0,0.0,120621,4367.0,0.0,159655.34
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8PFFfTR8PM/,15-06-2024,Instagram,Reels,119429,0.0206,986904.0,0.0,93904,25525.0,0.0,299598.65
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8WxsKBR0BW/,18-06-2024,Twitter,Vídeo,111763,0.0192999999999999,986452.0,0.0,97684,14079.0,0.0,214720.22
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8IaEuWP6F-/,12-06-2024,Instagram,Reels,109648,0.0189,986011.0,0.0,106258,3390.0,0.0,139778.59
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/p/C8UBx8Vxk0o/,17-06-2024,Instagram,Foto,105645,0.0182,986379.0,0.0,94417,11228.0,0.0,189956.25
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8HzvHSREBE/,12-06-2024,Instagram,Reels,98081,0.0169,986011.0,0.0,94533,3548.0,0.0,130911.69
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8VHX0BPT9g/,17-06-2024,Instagram,Reels,95604,0.0165,986379.0,0.0,91766,3838.0,0.0,130773.39
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8QWa5qvB2g/,15-06-2024,Instagram,Reels,90717,0.0156,986232.0,0.0,85140,5577.0,0.0,138462.01
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8XDP6YRg8H/,18-06-2024,Instagram,Reels,84341,0.0144999999999999,986452.0,0.0,59365,24976.0,0.0,265672.78
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8UTTVexk9w/,17-06-2024,Instagram,Reels,77386,0.0133,986379.0,0.0,74952,2434.0,0.0,105502.55
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/p/C8SYLnLvHRE/,16-06-2024,Instagram,Foto,74024,0.0128,986305.0,0.0,72506,1518.0,0.0,96344.12
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8X3GRhvzoy/,18-06-2024,Instagram,Reels,71143,0.0055,986452.0,0.0,64072,7071.0,0.0,131852.3
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8MztxbxmQn/,14-06-2024,Instagram,Reels,40609,0.0069999999999999,986158.0,0.0,38742,1867.0,0.0,69991.05
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/p/C8LT28HvoeH/,13-06-2024,Instagram,Carrossel,36142,0.0062,986158.0,0.0,35529,613.0,0.0,57572.07
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802794715370369240,17-06-2024,Twitter,Vídeo,35747,0.1232,290092.0,0.0,27264,0.0,8483.0,67162.27
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1803075788704501868,18-06-2024,Twitter,Vídeo,32532,0.1121,290150.0,0.0,25013,0.0,7519.0,60966.3
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8HX6qCxwlF/,12-06-2024,Instagram,Reels,31531,0.0054,986011.0,0.0,28162,3369.0,0.0,72454.33
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/p/C8XZBlgxVyP/,18-06-2024,Instagram,Foto,29100,0.005,986452.0,0.0,28632,468.0,0.0,50530.8
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802059207367135740,15-06-2024,Twitter,Foto,24885,0.0858,289975.0,0.0,19760,0.0,5125.0,45914.11
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802756259633901998,17-06-2024,Twitter,Foto,20213,0.0697,290092.0,0.0,17763,0.0,2450.0,33011.95
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802743050910957741,17-06-2024,Twitter,Vídeo,18043,0.0622,290092.0,0.0,13920,0.0,4123.0,35939.63
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802384255546220815,16-06-2024,Twitter,Foto,17897,0.0617,290033.0,0.0,14592,0.0,3305.0,33288.05
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1801383349958709251,13-06-2024,Twitter,Foto,16884,0.0582,289857.0,0.0,13666,0.0,3218.0,31995.61
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1803144254274838761,18-06-2024,Twitter,Foto,16412,0.0566,290150.0,0.0,12975,0.0,3437.0,32194.18
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1801630786006773766,14-06-2024,Twitter,Vídeo,16397,0.0566,289916.0,0.0,12811,0.0,3586.0,32630.85
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1800941068264821029,12-06-2024,Twitter,Foto,15426,0.0532,289797.0,0.0,12952,0.0,2474.0,28245.33
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802645610517925907,17-06-2024,Twitter,Foto,13749,0.0474,290092.0,0.0,10646,0.0,3103.0,28481.49
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802677824521752862,17-06-2024,Twitter,Vídeo,13592,0.0469,290092.0,0.0,10167,0.0,3425.0,29308.24
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802385506191261708,16-06-2024,Twitter,Foto,12528,0.0432,290033.0,0.0,11173,0.0,1355.0,21898.36
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1803070804285878406,18-06-2024,Twitter,Vídeo,11576,0.0399,290150.0,0.0,9193,0.0,2383.0,24084.58
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1803119359293849718,18-06-2024,Twitter,Foto,11532,0.0397,290150.0,0.0,9739,0.0,1793.0,22234.74
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1800932397933875430,12-06-2024,Twitter,Vídeo,11180,0.0385999999999999,289797.0,0.0,8631,0.0,2549.0,24186.37
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1800922289657278504,12-06-2024,Twitter,Foto,11178,0.0385999999999999,289797.0,0.0,8514,0.0,2664.0,24536.25
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8Nsk_WvFw1/,14-06-2024,Instagram,Reels,10938,0.0019,986158.0,0.0,10760,178.0,0.0,32921.23
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802823859034575322,17-06-2024,Twitter,Link,10526,0.0363,290092.0,0.0,7963,0.0,2563.0,23573.86
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1800983882247926074,12-06-2024,Twitter,Foto,10328,0.0356,289797.0,0.0,8282,0.0,2046.0,21786.67
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802629477056332273,17-06-2024,Twitter,Foto,9492,0.0327,290092.0,0.0,7597,0.0,1895.0,20485.44
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802333281402187912,16-06-2024,Twitter,Link,7777,0.0268,290033.0,0.0,6388,0.0,1389.0,17203.89
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1803074320534528162,18-06-2024,Twitter,Vídeo,7241,0.025,290150.0,0.0,5867,0.0,1374.0,16618.69
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1803179588580688263,18-06-2024,Twitter,Foto,7236,0.0249,290150.0,0.0,5536,0.0,1700.0,17611.2
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1800944106908127498,12-06-2024,Twitter,Foto,5905,0.0204,289797.0,0.0,4945,0.0,960.0,13996.28
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802678849710280740,17-06-2024,Twitter,Foto,5637,0.0194,290092.0,0.0,5129,0.0,508.0,12347.67
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1803073947606331525,18-06-2024,Twitter,Link,5470,0.0189,290150.0,0.0,4223,0.0,1247.0,14441.36
Eduardo Bolsonaro,12-18 JUN/24,https://www.instagram.com/reel/C8PoYXcRxGk/,15-06-2024,Instagram,Reels,5465,0.0009,986232.0,0.0,5299,166.0,0.0,28134.05
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1800982722241814596,12-06-2024,Twitter,Link,5207,0.018,289797.0,0.0,3999,0.0,1208.0,14050.18
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1801757098964857039,14-06-2024,Twitter,Vídeo,5199,0.0179,289916.0,0.0,4117,0.0,1082.0,13658.63
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1801697975284154824,14-06-2024,Twitter,Vídeo,4994,0.0172,289916.0,0.0,4554,0.0,440.0,11487.06
Eduardo Bolsonaro,12-18 JUN/24,https://www.youtube.com/watch?v=uTX97BWgdfk,15-06-2024,YouTube,Vídeo,4937,0.36,0.0,13715.0,4729,208.0,0.0,19021.18
Eduardo Bolsonaro,12-18 JUN/24,https://twitter.com/user/status/1802330487949549768,16-06-2024,Twitter,Link,4858,0.0167,290033.0,0.0,3576,0.0,1282.0,13928.28
